id,last_scraped,host_id,latitude,longitude,property_type,accommodates,bedrooms,price
14328478,3/3/17,53789243,34.05154454,-118.3219014,Apartment,4,1,100.00
6201593,3/3/17,32159384,34.04433968,-118.3200812,House,4,0,115.00
13476058,3/3/17,36612340,34.04867568,-118.3262079,House,12,4,318.00
6201377,3/2/17,32159384,34.04434853,-118.3217316,House,2,1,55.00
4235022,3/2/17,3541461,34.04584859,-118.3177961,Loft,3,1,48.00
6201491,3/3/17,32159384,34.04585249,-118.3211764,House,2,1,70.00
6201466,3/3/17,32159384,34.04471425,-118.3199801,House,2,1,75.00
6201435,3/3/17,32159384,34.04461496,-118.321989,House,2,1,55.00
3250171,3/2/17,7757652,34.0506958,-118.3179366,House,12,7,800.00
5805878,3/2/17,29764429,34.04305173,-118.3169841,House,2,1,130.00
300407,3/2/17,1497543,34.04572301,-118.3139734,House,4,1,33.00
300371,3/2/17,1497543,34.04702551,-118.3134333,House,12,1,33.00
300343,3/2/17,1497543,34.046159,-118.3133663,House,1,1,65.00
8012663,3/2/17,42306649,34.04867327,-118.3198595,House,2,1,64.00
1273424,3/2/17,6245770,34.04212622,-118.3237542,Apartment,4,1,83.00
12815173,3/2/17,68306402,34.05009313,-118.3194416,Bed & Breakfast,3,1,40.00
6261398,3/2/17,25638454,34.04104036,-118.3169507,Apartment,7,3,99.00
12814934,3/2/17,68306402,34.05017027,-118.3182418,Bed & Breakfast,1,1,60.00
12814678,3/2/17,68306402,34.04956506,-118.320028,Bed & Breakfast,2,1,80.00
12814568,3/2/17,68306402,34.0485721,-118.319104,Bed & Breakfast,2,1,80.00
12814547,3/2/17,68306402,34.04952316,-118.3195116,Bed & Breakfast,4,1,120.00
12814508,3/2/17,68306402,34.04881905,-118.3181273,Bed & Breakfast,4,1,120.00
12814469,3/2/17,68306402,34.04847696,-118.3181693,Bed & Breakfast,4,1,120.00
1869249,3/2/17,7577256,34.05158621,-118.3195244,Apartment,8,1,158.00
822309,3/2/17,4318382,34.03757392,-118.3140103,House,2,1,98.00
8880869,3/2/17,46188385,34.0436572,-118.3155953,House,6,3,175.00
11109046,3/2/17,1763193,34.05101652,-118.3225388,Apartment,6,2,175.00
951044,3/2/17,4743375,34.03641901,-118.3242383,Apartment,2,1,79.00
951058,3/2/17,4743375,34.03815796,-118.3266572,House,1,1,88.00
2784096,3/2/17,4743375,34.03718069,-118.3245458,Apartment,8,2,131.00
14120858,3/2/17,56109097,34.05403178,-118.3219339,Other,4,1,99.00
9138432,3/2/17,46188385,34.04247324,-118.3157753,House,2,1,59.00
11824444,3/2/17,62984990,34.03830288,-118.3256379,House,2,1,85.00
11627514,3/2/17,61601830,34.03850574,-118.3227554,House,5,1,49.00
4777199,3/2/17,1456157,34.04021096,-118.3151342,Apartment,5,1,200.00
13000071,3/2/17,71664777,34.0473489,-118.3263777,Apartment,2,1,90.00
11360700,3/2/17,48722591,34.03932969,-118.3160278,Apartment,6,3,109.00
6574654,3/2/17,1763193,34.05042395,-118.3243217,Apartment,2,1,90.00
9392107,3/2/17,46188385,34.04245901,-118.3148797,House,2,1,59.00
10370748,3/2/17,9895292,34.04971186,-118.3135817,Apartment,4,1,85.00
2248523,3/2/17,3541461,34.04640132,-118.3179406,Loft,2,1,55.00
8867000,3/2/17,46188385,34.04347435,-118.3151079,House,2,1,59.00
16599206,3/2/17,109398642,34.05210136,-118.3181996,Dorm,1,1,24.00
13453070,3/2/17,76552125,34.04222624,-118.3205037,Apartment,3,2,115.00
9127517,3/2/17,1497543,34.04706615,-118.3139011,Dorm,4,1,33.00
12815098,3/2/17,68306402,34.05032269,-118.3178865,House,5,1,40.00
12814880,3/2/17,68306402,34.04959858,-118.3192854,Bed & Breakfast,1,1,60.00
15154,3/2/17,59281,34.04939202,-118.3164597,Guesthouse,2,0,110.00
404691,3/2/17,1497543,34.04596698,-118.3137861,House,4,1,33.00
14695050,3/2/17,42306649,34.04889871,-118.3197272,House,2,1,60.00
7876440,3/2/17,38398883,34.05256305,-118.3142126,House,5,1,120.00
404795,3/2/17,1497543,34.04564291,-118.3140905,House,4,1,33.00
5909633,3/2/17,6829,34.04362932,-118.3290347,House,6,1,130.00
13576960,3/2/17,54002385,34.04607229,-118.3153538,Apartment,3,1,150.00
16589205,3/2/17,109398642,34.05210121,-118.3168624,Hostel,1,1,23.00
16590143,3/2/17,109398642,34.05283508,-118.3174511,Hostel,1,1,23.00
13378317,3/2/17,74218490,34.03929986,-118.3183761,Apartment,2,0,90.00
288061,3/2/17,1497543,34.04563969,-118.3138322,Dorm,2,1,38.00
776201,3/2/17,1497543,34.04566841,-118.3136767,Dorm,2,1,38.00
1444920,3/2/17,7757652,34.04846606,-118.3178625,Loft,4,0,150.00
13175834,3/2/17,63619486,34.04998585,-118.3201684,Apartment,2,0,80.00
16780115,3/2/17,109398642,34.05235692,-118.3181642,Dorm,1,1,26.00
16780292,3/2/17,109398642,34.05212868,-118.3170397,Dorm,1,1,28.00
5526921,3/2/17,6829,34.04223098,-118.3292206,House,2,1,54.00
12149510,3/2/17,23267438,34.52355637,-118.3062813,House,2,1,53.00
12918311,3/2/17,21789251,34.51639605,-118.3244389,House,2,1,35.00
15327483,3/3/17,6677802,34.4969745,-118.3184266,Guesthouse,3,1,105.00
4496449,3/2/17,1253110,34.49610746,-118.3390522,House,6,3,120.00
10784388,3/2/17,1376880,34.50789476,-118.318394,House,2,1,55.00
4090410,3/2/17,21215660,34.52052048,-118.3042387,House,8,4,750.00
2387536,3/2/17,7197468,34.51494976,-118.3061796,House,4,1,199.00
1914160,3/2/17,9928709,34.51374497,-118.3571285,House,3,1,135.00
4491403,3/2/17,1253110,34.49630381,-118.3375643,House,2,1,55.00
3413115,3/2/17,17208895,34.52366564,-118.29905,House,2,1,60.00
262430,3/2/17,1376880,34.50805758,-118.3193412,House,2,1,60.00
8475318,3/2/17,44633512,34.07020758,-118.1136176,House,1,1,40.00
13265576,3/2/17,64694904,34.06740816,-118.1403079,House,2,1,35.00
9824768,3/2/17,50486495,34.07531698,-118.1363946,House,2,1,49.00
15452811,3/3/17,35562563,34.09084306,-118.1602585,House,5,2,119.00
13418973,3/3/17,5173514,34.07210022,-118.1275002,House,1,1,49.00
14009312,3/3/17,43801528,34.08837488,-118.1204184,Townhouse,2,1,39.00
12436342,3/3/17,24847848,34.10169936,-118.1334205,House,10,3,176.00
14138133,3/3/17,54382885,34.07955606,-118.1281458,House,4,2,115.00
13418404,3/3/17,65957030,34.06913148,-118.1390382,House,3,0,85.00
14021689,3/3/17,83896823,34.09729424,-118.1270142,Apartment,7,2,108.00
3125907,3/3/17,980006,34.08761461,-118.1175527,Apartment,1,1,75.00
6730240,3/3/17,5493138,34.0936501,-118.1306571,Apartment,2,1,92.00
2978553,3/3/17,13245574,34.08612465,-118.1303248,House,2,1,28.00
12496724,3/3/17,54150574,34.08719574,-118.139331,Other,3,1,68.00
11662340,3/3/17,30975474,34.07930249,-118.1234372,Apartment,1,1,35.00
6378358,3/3/17,33246982,34.08597114,-118.1302089,Apartment,4,1,100.00
13772749,3/3/17,55186056,34.07005002,-118.1339916,Apartment,5,2,105.00
6286975,3/3/17,32682783,34.08906294,-118.142811,Townhouse,2,1,45.00
14150271,3/3/17,54382885,34.07999538,-118.1295105,House,3,1,68.00
9823038,3/3/17,50486495,34.07615052,-118.1363347,House,6,2,118.00
12968553,3/3/17,684560,34.08843255,-118.1355451,Condominium,3,1,78.00
4072794,3/3/17,11028275,34.07046176,-118.1224698,House,4,2,75.00
9448893,3/3/17,26396988,34.06429101,-118.1534502,Villa,2,1,59.00
15129705,3/3/17,4935935,34.09480928,-118.1201591,House,2,1,48.00
6937614,3/3/17,36374030,34.09823269,-118.1317402,Apartment,2,1,60.00
14407767,3/3/17,50488861,34.07499355,-118.1272986,Apartment,5,2,80.00
10410020,3/3/17,20423830,34.08716668,-118.1221152,Condominium,6,3,180.00
3986579,3/3/17,1228396,34.09492302,-118.1293783,House,1,1,75.00
12785422,3/2/17,14930951,34.08650527,-118.130143,House,3,1,34.00
8001276,3/2/17,42237115,34.08670977,-118.1247338,House,2,1,49.00
3215956,3/2/17,6969899,34.0895928,-118.1576219,House,8,3,299.00
14726349,3/3/17,38459678,34.09353359,-118.1422144,Apartment,2,1,85.00
14789327,3/3/17,92357739,34.07556126,-118.1588344,Guesthouse,3,1,90.00
14787410,3/3/17,80112078,34.07444715,-118.130265,House,2,1,40.00
3908406,3/3/17,13245574,34.08582991,-118.130391,House,2,1,34.00
8822977,3/3/17,46216270,34.09561325,-118.1221209,Townhouse,2,1,70.00
13999043,3/2/17,43801528,34.09042643,-118.1180615,Townhouse,2,1,39.00
11180228,3/2/17,27598231,34.08879323,-118.1317733,Apartment,6,1,118.00
11508488,3/2/17,32682783,34.08929112,-118.1454965,Townhouse,2,1,42.00
8034435,3/2/17,13299274,34.08495099,-118.1591285,House,1,1,45.00
6263667,3/2/17,15677045,34.09666803,-118.1334905,Apartment,2,1,40.00
4099964,3/2/17,1466173,34.07324691,-118.1372875,House,1,1,38.00
1412311,3/2/17,5173514,34.0744927,-118.1279003,House,2,1,35.00
15566115,3/2/17,4935935,34.09538173,-118.1197896,House,4,2,188.00
4031714,3/2/17,11028275,34.07040394,-118.1225806,House,6,3,115.00
14649888,3/2/17,50486495,34.07428565,-118.1379379,House,2,1,49.00
12813331,3/2/17,69872257,34.09780368,-118.1474525,Condominium,1,1,38.00
12091666,3/2/17,64694904,34.0874984,-118.1587231,House,6,3,180.00
10125534,3/2/17,26396988,34.06296463,-118.1523666,Villa,1,1,31.00
13995455,3/2/17,49909553,34.09793988,-118.1273643,Condominium,2,1,75.00
10108385,3/2/17,44633512,34.07049292,-118.113424,House,2,1,40.00
3897363,3/2/17,20177365,34.08985702,-118.1241952,Townhouse,2,1,59.00
14646358,3/2/17,6194588,34.09288903,-118.159855,Apartment,2,1,112.00
13924810,3/2/17,24670851,34.08511312,-118.1282899,Apartment,5,2,999.00
2586819,3/2/17,13245574,34.08350738,-118.1305052,House,3,1,51.00
4616597,3/2/17,11028275,34.06980922,-118.1216917,House,3,1,49.00
14052019,3/2/17,84280728,34.09406598,-118.1171898,Apartment,1,1,60.00
4155987,3/2/17,20438160,34.06403876,-118.1498172,House,2,1,65.00
14642492,3/2/17,12850338,34.0738837,-118.1285885,Condominium,1,1,40.00
11103145,3/2/17,57664594,34.09984925,-118.1371425,House,1,1,35.00
11168558,3/2/17,27598231,34.08954978,-118.1323457,Apartment,6,1,125.00
15754813,3/2/17,33294883,34.09341602,-118.1431948,Apartment,2,1,30.00
12346920,3/2/17,66674149,34.06995944,-118.1373531,House,3,1,60.00
14769537,3/2/17,50486495,34.07551817,-118.137994,House,2,1,49.00
13982422,3/2/17,50956304,34.09303472,-118.1330594,Apartment,4,2,100.00
15096515,3/2/17,4153645,34.09103139,-118.1369673,House,6,2,113.00
13656004,3/2/17,79329542,34.09546022,-118.1148392,Villa,2,1,55.00
11101243,3/2/17,27598231,34.09094881,-118.1306421,Apartment,6,1,135.00
8344112,3/2/17,43360468,34.0925339,-118.1336817,Apartment,2,2,110.00
4805121,3/2/17,9511316,34.09347388,-118.1309337,Condominium,4,2,180.00
15356914,3/2/17,4935935,34.09491533,-118.1203804,House,5,2,188.00
5918354,3/2/17,15878447,34.08065564,-118.1175393,House,2,1,50.00
14502657,3/2/17,34690028,34.09374242,-118.1224638,Apartment,6,3,188.00
14633517,3/2/17,54382885,34.0781486,-118.130249,House,2,1,45.00
804614,3/2/17,4080305,34.08930944,-118.1534931,House,8,3,250.00
10502443,3/2/17,54150574,34.08717927,-118.1375821,House,5,2,109.00
7224956,3/2/17,27715238,34.09934582,-118.1335431,Condominium,2,1,49.00
15285250,3/2/17,16795360,34.09812675,-118.133793,Apartment,2,1,45.00
604321,3/2/17,2916726,34.09247953,-118.1180241,Condominium,5,2,85.00
15087740,3/2/17,4935935,34.09536977,-118.1182761,House,2,1,58.00
11416478,3/2/17,30975474,34.07970454,-118.1238708,Apartment,2,1,55.00
3615496,3/2/17,15677045,34.09543867,-118.1357174,Apartment,3,1,60.00
13511388,3/2/17,27703869,34.08767507,-118.1373073,House,2,1,49.00
9186340,3/2/17,32682783,34.08890732,-118.1432416,Apartment,2,1,59.00
15412208,3/2/17,98719321,34.08054594,-118.158178,House,2,1,50.00
3615602,3/2/17,15677045,34.09659944,-118.134398,Apartment,1,1,42.00
11412721,3/2/17,59919049,34.06773954,-118.1384861,House,2,1,100.00
13753198,3/2/17,62355305,34.09763722,-118.1326065,Townhouse,2,1,49.00
14689303,3/2/17,49909553,34.09944989,-118.1288212,Townhouse,2,1,59.00
4070707,3/2/17,13245574,34.08461073,-118.1307181,House,2,1,30.00
5640425,3/2/17,29231132,34.10725428,-118.1319607,Apartment,2,1,65.00
13701328,3/2/17,74716581,34.10317884,-118.1387311,House,6,1,125.00
1180742,3/2/17,6459967,34.10069908,-118.1261972,Townhouse,4,2,130.00
7023661,3/2/17,5493138,34.09341002,-118.1307502,Apartment,2,1,158.00
723941,3/2/17,3736617,34.07954626,-118.1424576,Loft,2,1,80.00
14748556,3/2/17,89038110,34.09389397,-118.13081,Apartment,4,1,200.00
8127129,3/2/17,36908210,34.10667476,-118.12891,House,2,1,80.00
10682977,3/2/17,55186056,34.06937364,-118.1362918,Apartment,3,0,74.00
10093148,3/2/17,38212803,34.0794045,-118.1370253,Camper/RV,4,0,150.00
9261924,3/2/17,22180678,34.04846383,-118.3065681,Apartment,2,1,58.00
6644097,3/2/17,22647485,34.0418798,-118.306457,House,7,4,230.00
13789667,3/2/17,15470300,34.04134714,-118.3087454,House,1,1,27.00
14655650,3/3/17,27383020,34.03801096,-118.3067109,House,1,1,39.00
60940,3/2/17,294390,34.05075716,-118.3067697,House,4,2,100.00
7989393,3/3/17,30906832,34.04421538,-118.3036689,House,2,1,124.00
14188406,3/3/17,53559956,34.04866545,-118.3055856,House,2,1,43.00
5620221,3/3/17,29133252,34.05230115,-118.3059301,Condominium,2,1,62.00
15054567,3/3/17,22647485,34.04203481,-118.3062232,Guesthouse,2,0,105.00
50358,3/3/17,230943,34.04095468,-118.3065098,House,2,1,53.00
14400725,3/3/17,10315628,34.04193297,-118.3032532,House,1,1,34.00
308584,3/3/17,1497543,34.04714344,-118.3121012,House,4,1,33.00
8106479,3/3/17,22265542,34.05185138,-118.3065766,Apartment,2,1,48.00
734774,3/3/17,3831954,34.04391161,-118.3057027,House,2,1,130.00
13625772,3/3/17,59090670,34.04392115,-118.3076876,Apartment,3,1,85.00
12310916,3/3/17,2920045,34.0496738,-118.3059325,House,3,1,57.00
60935,3/3/17,294390,34.04762087,-118.3059369,Apartment,2,1,80.00
6018798,3/3/17,27383020,34.03752052,-118.3050767,Dorm,4,1,40.00
72186,3/2/17,230943,34.04079367,-118.3083745,House,2,1,53.00
14490996,3/2/17,36160002,34.04826939,-118.3005824,House,5,1,59.00
400478,3/3/17,1497543,34.04595481,-118.3125253,House,4,1,33.00
13477170,3/3/17,42649363,34.05224391,-118.3027693,House,2,1,48.00
300329,3/2/17,1497543,34.04646016,-118.3122053,House,2,1,38.00
300311,3/2/17,1497543,34.047039,-118.3121827,House,1,1,65.00
14655574,3/3/17,27383020,34.03805109,-118.3047822,House,1,1,40.00
300323,3/2/17,1497543,34.04630049,-118.31247,House,4,1,33.00
9079629,3/2/17,34830470,34.04948028,-118.30349,House,4,1,95.00
35933,3/2/17,154138,34.05275776,-118.3037367,Apartment,2,1,63.00
15498758,3/2/17,99502905,34.0416508,-118.3107502,Guesthouse,15,1,80.00
14188641,3/2/17,53559956,34.05014571,-118.3059187,House,1,1,41.00
1735259,3/2/17,4703753,34.04227122,-118.3048589,House,2,1,80.00
4297245,3/2/17,2220269,34.04480783,-118.305978,Apartment,5,2,100.00
15494283,3/2/17,99502905,34.04091519,-118.311883,Guesthouse,16,1,80.00
6121930,3/2/17,30906832,34.04560152,-118.3040602,House,3,1,45.00
12543437,3/2/17,1796364,34.04891243,-118.3116406,House,7,3,150.00
13712528,3/2/17,80083385,34.05007383,-118.3026132,Townhouse,2,1,43.00
13559286,3/2/17,1497543,34.04619751,-118.3128821,Dorm,1,1,33.00
288779,3/2/17,1497543,34.04708311,-118.3119759,House,4,1,33.00
6044620,3/2/17,27383020,34.03950841,-118.3063014,Bed & Breakfast,3,1,80.00
3166863,3/2/17,13274011,34.04803352,-118.3005748,House,10,3,225.00
14504624,3/2/17,36160002,34.04898181,-118.3004558,House,2,1,43.00
14504457,3/2/17,36160002,34.04845342,-118.3001957,House,1,1,49.00
14504856,3/2/17,36160002,34.05020443,-118.3016176,House,4,1,59.00
14439107,3/2/17,72330346,34.04780468,-118.3021021,Apartment,4,1,75.00
14503449,3/2/17,36160002,34.04904519,-118.3016767,House,2,1,49.00
14504229,3/2/17,36160002,34.05063194,-118.3025097,House,4,1,49.00
14239667,3/2/17,7746100,34.0495702,-118.3092945,Condominium,2,1,70.00
14933982,3/2/17,39386982,34.04574289,-118.3102984,Apartment,2,1,40.00
6044602,3/2/17,27383020,34.03906305,-118.3050325,Bed & Breakfast,4,1,120.00
6044612,3/2/17,27383020,34.03794081,-118.3062242,Bed & Breakfast,5,1,100.00
6765248,3/2/17,735776,34.0413224,-118.3009844,House,1,1,75.00
6044245,3/2/17,27383020,34.03848912,-118.3052776,Bed & Breakfast,5,1,40.00
6044166,3/2/17,30906832,34.04468386,-118.302653,House,2,1,43.00
6303827,3/2/17,30906832,34.04586387,-118.3004245,House,2,1,45.00
13643203,3/2/17,75091329,34.05096994,-118.305452,House,3,0,125.00
8532464,3/2/17,43298643,34.04629802,-118.3129256,Apartment,2,0,65.00
5288253,3/2/17,27383020,34.03944176,-118.3061113,Bed & Breakfast,16,5,1000.00
15673487,3/2/17,30906832,34.04492332,-118.3042927,House,2,1,40.00
14488784,3/2/17,36160002,34.0487526,-118.3011004,House,4,1,79.00
6425962,3/2/17,27228556,34.03911061,-118.3079432,House,2,1,85.00
10282611,3/3/17,3903741,33.89004635,-118.3356975,House,5,3,122.00
4512980,3/3/17,828729,33.89347926,-118.3302517,House,5,2,121.00
9718681,3/2/17,50169030,33.88758085,-118.3414336,House,8,3,195.00
7289178,3/2/17,547509,33.89744483,-118.3285695,Apartment,4,1,93.00
6157145,3/3/17,18695661,33.86260058,-118.0847143,House,5,3,120.00
3678954,3/3/17,18695661,33.86441987,-118.0860131,House,4,2,95.00
3318745,3/3/17,7611676,33.92507719,-118.3041143,House,14,3,170.00
6305506,3/2/17,29121320,33.91991197,-118.2933128,House,2,1,45.00
3544233,3/2/17,17842347,33.92211049,-118.292852,House,16,7,395.00
854258,3/2/17,7725504,34.17804261,-118.1335968,Bed & Breakfast,2,1,100.00
5196934,3/2/17,12658999,34.20140892,-118.1495038,House,4,1,85.00
14775721,3/3/17,46170795,34.19264912,-118.1513525,House,2,1,29.00
13101663,3/3/17,47982717,34.19598601,-118.142227,House,2,1,75.00
450939,3/3/17,2105127,34.19101867,-118.1264555,House,6,3,350.00
5885271,3/3/17,2382677,34.19841036,-118.120199,House,2,1,108.00
902788,3/3/17,4825732,34.1825637,-118.1534031,House,2,1,65.00
13617788,3/3/17,49308425,34.19867973,-118.1523699,House,5,1,90.00
2345348,3/3/17,11244763,34.18076822,-118.1068747,House,8,3,500.00
6013602,3/3/17,11244763,34.17902693,-118.1064392,House,4,0,200.00
121717,3/3/17,219283,34.21006584,-118.1642524,House,5,2,208.00
851587,3/3/17,1181670,34.19545222,-118.1411984,Camper/RV,2,1,98.00
7128734,3/3/17,12658999,34.20126973,-118.1481312,House,2,1,89.00
48118,3/3/17,219283,34.18556222,-118.1540738,House,10,4,435.00
9157599,3/3/17,4376316,34.19506863,-118.1450322,House,4,1,80.00
4768700,3/3/17,24602132,34.1848856,-118.1526304,House,2,1,100.00
6079250,3/3/17,1912834,34.20675368,-118.1637769,House,4,3,195.00
7129441,3/3/17,12658999,34.20009197,-118.1480636,House,2,1,99.00
506659,3/3/17,2141536,34.18587585,-118.1676134,House,2,1,99.00
